repo,pr_number,review_id,reviewer,state,submitted_at,body
apache/airflow,68935,4571519685,vincbeck,APPROVED,2026-06-25T13:46:39Z,
apache/airflow,68938,4561648609,phanikumv,COMMENTED,2026-06-24T11:17:28Z,
apache/airflow,68938,4567393384,jason810496,COMMENTED,2026-06-25T02:26:40Z,
apache/airflow,68938,4568390672,jason810496,COMMENTED,2026-06-25T06:24:15Z,
apache/airflow,68938,4568449612,Lee-W,COMMENTED,2026-06-25T06:32:56Z,
apache/airflow,68938,4568600797,uranusjr,COMMENTED,2026-06-25T06:53:33Z,
apache/airflow,68938,4568607904,uranusjr,COMMENTED,2026-06-25T06:54:38Z,
apache/airflow,68938,4569491083,jason810496,COMMENTED,2026-06-25T09:09:35Z,
apache/airflow,68938,4571506675,jason810496,COMMENTED,2026-06-25T13:45:14Z,
apache/airflow,68938,4577654647,Lee-W,APPROVED,2026-06-26T07:45:32Z,
apache/airflow,68938,4577690353,phanikumv,APPROVED,2026-06-26T07:50:24Z,
apache/airflow,68939,4568149979,phanikumv,COMMENTED,2026-06-25T05:42:26Z,
apache/airflow,68939,4568846289,jason810496,COMMENTED,2026-06-25T07:32:54Z,
apache/airflow,68939,4578157471,uranusjr,COMMENTED,2026-06-26T08:58:47Z,
apache/airflow,68939,4588504334,jason810496,COMMENTED,2026-06-29T01:54:52Z,
apache/airflow,68939,4590362067,uranusjr,COMMENTED,2026-06-29T09:06:28Z,
apache/airflow,68939,4590373534,uranusjr,COMMENTED,2026-06-29T09:08:01Z,
apache/airflow,68939,4590376525,uranusjr,COMMENTED,2026-06-29T09:08:23Z,
apache/airflow,68939,4590742097,uranusjr,COMMENTED,2026-06-29T09:53:00Z,
apache/airflow,68939,4590754053,uranusjr,COMMENTED,2026-06-29T09:54:25Z,
apache/airflow,68939,4606036322,jason810496,COMMENTED,2026-07-01T05:43:00Z,
apache/airflow,68939,4606044420,jason810496,COMMENTED,2026-07-01T05:44:14Z,
apache/airflow,68939,4606311659,phanikumv,COMMENTED,2026-07-01T06:26:00Z,"Non-blocking: the java_sdk e2e job doesn't cache `.m2`/`.gradle` in CI, so this second Gradle build pulls Spark's full dependency tree on every canary / java-sdk-touching run. 
A separate `actions/cache` PR is fine if it's worth it.

airflow-e2e-tests/tests/airflow_e2e_tests/conftest.py#L352-L376
"
apache/airflow,68939,4606334221,uranusjr,COMMENTED,2026-07-01T06:28:55Z,
apache/airflow,68939,4606334828,uranusjr,APPROVED,2026-07-01T06:29:00Z,
apache/airflow,68939,4606348904,jason810496,COMMENTED,2026-07-01T06:30:37Z,
apache/airflow,68945,4565201734,SameerMesiah97,COMMENTED,2026-06-24T19:16:32Z,I searched for these metrics in `main` and I could find them being emitted anywhere. I do wonder why they were not removed from .yaml file? I want to make sure removing them from the registry won't impact any tooling that relies on the template rather than the emitted metrics themselves. This looks fine to me but let's wait for a maintiainer to weigh in.
apache/airflow,68945,4568969188,Lee-W,APPROVED,2026-06-25T07:52:08Z,"make sense to me. probably also worth a quick confirm from @ashb @jedcunningham and @uranusjr (the original author of the PRs).

we can also add a prek hook to check. e.g., if we add or remove a metrics, we trigger this hook to compare the metric in the doc and in the code"
apache/airflow,68946,4565174267,o-nikolas,APPROVED,2026-06-24T19:15:58Z,"Looks quite good, thanks for the contribution!

In the future we might want to parallelize the copy since prefixes may include thousands or millions of objects depending on the situation. But this is a great start."
apache/airflow,68946,4569220257,eladkal,APPROVED,2026-06-25T08:31:56Z,LGTM
apache/airflow,68946,4571502828,vincbeck,APPROVED,2026-06-25T13:44:49Z,
apache/airflow,68946,4572343819,bentorb,COMMENTED,2026-06-25T15:18:44Z,
apache/airflow,68946,4572344522,bentorb,COMMENTED,2026-06-25T15:18:50Z,
apache/airflow,68948,4569482691,pierrejeambrun,APPROVED,2026-06-25T09:08:22Z,
apache/airflow,68951,4565108232,SameerMesiah97,COMMENTED,2026-06-24T19:07:23Z,"Just one nit. Also, can you reproduce this issue or is it theoretical?"
apache/airflow,68951,4571465620,vincbeck,APPROVED,2026-06-25T13:40:55Z,
apache/airflow,68951,4571466550,vincbeck,COMMENTED,2026-06-25T13:41:02Z,
apache/airflow,68951,4573454418,onlyarnav,COMMENTED,2026-06-25T17:36:44Z,
apache/airflow,68958,4568943792,Lee-W,APPROVED,2026-06-25T07:47:58Z,
apache/airflow,68958,4597226363,Lee-W,APPROVED,2026-06-30T04:17:56Z,
apache/airflow,68958,4617335280,henry3260,APPROVED,2026-07-02T12:19:03Z,Thanks!
apache/airflow,68959,4593088064,pierrejeambrun,COMMENTED,2026-06-29T15:19:21Z,"Thanks for the PR but unfortunately https://github.com/apache/airflow/pull/68570 is closer to getting meerged and more complete (test cases, handling running TI logic, etc...)

Closing, feel free to re-open if I missed something."
apache/airflow,68960,4568431981,Lee-W,COMMENTED,2026-06-25T06:30:01Z,
apache/airflow,68960,4568447724,jason810496,COMMENTED,2026-06-25T06:32:37Z,
apache/airflow,68960,4568465367,Lee-W,COMMENTED,2026-06-25T06:35:27Z,
apache/airflow,68960,4568751113,jason810496,COMMENTED,2026-06-25T07:18:08Z,
apache/airflow,68960,4568773943,Lee-W,APPROVED,2026-06-25T07:21:59Z,
apache/airflow,68960,4568777568,Lee-W,COMMENTED,2026-06-25T07:22:30Z,
apache/airflow,68963,4574346901,bugraoz93,APPROVED,2026-06-25T19:31:26Z,
apache/airflow,68965,4568806014,eladkal,APPROVED,2026-06-25T07:26:53Z,
apache/airflow,68965,4568839224,Lee-W,APPROVED,2026-06-25T07:31:49Z,
apache/airflow,68966,4568888054,amoghrajesh,APPROVED,2026-06-25T07:39:16Z,
apache/airflow,68966,4568916878,Lee-W,APPROVED,2026-06-25T07:43:29Z,
apache/airflow,68968,4574328464,bugraoz93,APPROVED,2026-06-25T19:28:52Z,
apache/airflow,68969,4569071956,eladkal,APPROVED,2026-06-25T08:09:25Z,
apache/airflow,68969,4569572110,phanikumv,COMMENTED,2026-06-25T09:21:56Z,
apache/airflow,68969,4569601407,Lee-W,COMMENTED,2026-06-25T09:26:00Z,
apache/airflow,68970,4573361955,vincbeck,APPROVED,2026-06-25T17:25:24Z,
apache/airflow,68971,4574336680,bugraoz93,APPROVED,2026-06-25T19:29:52Z,Good import time improvement!
apache/airflow,68973,4576050500,Lee-W,APPROVED,2026-06-26T00:57:16Z,
apache/airflow,68974,4569521859,copilot-pull-request-reviewer[bot],COMMENTED,2026-06-25T09:14:17Z,"## Pull request overview

This PR adds crash-safe (“durable”) synchronous execution to `DatabricksSubmitRunOperator` by integrating the Task SDK’s `ResumableJobMixin` / task state store so retries can reconnect to an existing Databricks run instead of submitting duplicates.

**Changes:**
- Extend `DatabricksSubmitRunOperator` with `ResumableJobMixin` hooks (`submit_job`, `get_job_status`, etc.) and add a `durable` option (default-enabled on Airflow 3.3+).
- Add/adjust unit tests to cover durable reconnect / short-circuit behavior and to keep legacy tests working by disabling durable where `execute(None)` is used.
- Document durable execution semantics and the `durable=False` opt-out.

### Reviewed changes

Copilot reviewed 3 out of 3 changed files in this pull request and generated 8 comments.

| File | Description |
| ---- | ----------- |
| providers/databricks/src/airflow/providers/databricks/operators/databricks.py | Implements durable synchronous execution via `ResumableJobMixin` and adds reconnect-aware polling/logging behavior. |
| providers/databricks/tests/unit/databricks/operators/test_databricks.py | Updates existing tests to pass `durable=False` where needed; adds a new durable-focused test suite. |
| providers/databricks/docs/operators/submit_run.rst | Documents durable execution behavior, version requirements, and opt-out configuration. |




"
apache/airflow,68974,4570261002,amoghrajesh,COMMENTED,2026-06-25T10:56:03Z,
apache/airflow,68974,4570264173,amoghrajesh,COMMENTED,2026-06-25T10:56:31Z,
apache/airflow,68974,4570296538,amoghrajesh,COMMENTED,2026-06-25T11:01:44Z,
apache/airflow,68974,4570311763,amoghrajesh,COMMENTED,2026-06-25T11:03:54Z,
apache/airflow,68974,4570312160,amoghrajesh,COMMENTED,2026-06-25T11:03:58Z,
apache/airflow,68974,4570312553,amoghrajesh,COMMENTED,2026-06-25T11:04:02Z,
apache/airflow,68974,4570312909,amoghrajesh,COMMENTED,2026-06-25T11:04:05Z,
apache/airflow,68974,4570313350,amoghrajesh,COMMENTED,2026-06-25T11:04:08Z,
apache/airflow,68974,4570321441,amoghrajesh,COMMENTED,2026-06-25T11:05:26Z,
apache/airflow,68974,4570322090,amoghrajesh,COMMENTED,2026-06-25T11:05:32Z,
apache/airflow,68974,4570322310,amoghrajesh,COMMENTED,2026-06-25T11:05:35Z,
apache/airflow,68974,4570322521,amoghrajesh,COMMENTED,2026-06-25T11:05:37Z,
apache/airflow,68974,4570322838,amoghrajesh,COMMENTED,2026-06-25T11:05:40Z,
apache/airflow,68974,4570323130,amoghrajesh,COMMENTED,2026-06-25T11:05:43Z,
apache/airflow,68974,4570323457,amoghrajesh,COMMENTED,2026-06-25T11:05:47Z,
apache/airflow,68974,4570323720,amoghrajesh,COMMENTED,2026-06-25T11:05:49Z,
apache/airflow,68974,4571319525,kaxil,COMMENTED,2026-06-25T13:24:36Z,
apache/airflow,68974,4577877830,amoghrajesh,COMMENTED,2026-06-26T08:18:04Z,
apache/airflow,68974,4578547039,amoghrajesh,COMMENTED,2026-06-26T09:59:13Z,
apache/airflow,68974,4583154484,kaxil,APPROVED,2026-06-26T22:54:44Z,
apache/airflow,68974,4594453179,uranusjr,COMMENTED,2026-06-29T18:39:45Z,
apache/airflow,68974,4594453579,uranusjr,APPROVED,2026-06-29T18:39:50Z,
apache/airflow,68974,4597566196,amoghrajesh,COMMENTED,2026-06-30T05:35:02Z,
apache/airflow,68974,4597572439,amoghrajesh,COMMENTED,2026-06-30T05:36:31Z,
apache/airflow,68976,4569565522,ashb,APPROVED,2026-06-25T09:20:53Z,
apache/airflow,68976,4569580585,jason810496,APPROVED,2026-06-25T09:23:11Z,
apache/airflow,68976,4569599524,amoghrajesh,APPROVED,2026-06-25T09:25:45Z,
apache/airflow,68977,4576049091,Lee-W,APPROVED,2026-06-26T00:56:39Z,
apache/airflow,68978,4570262314,phanikumv,APPROVED,2026-06-25T10:56:14Z,LGTM. Went through it end to end. Nothing references the old name anymore.
apache/airflow,68978,4570308147,amoghrajesh,APPROVED,2026-06-25T11:03:23Z,Cool. Better now than never.
apache/airflow,68979,4574483953,pierrejeambrun,COMMENTED,2026-06-25T19:54:18Z,"Nice, do you mind adding the same for the 'dag runs'? (It's probably `get_grid_runs`).

Or we can do this as a follow up."
apache/airflow,68979,4578470070,pierrejeambrun,APPROVED,2026-06-26T09:49:39Z,
apache/airflow,68980,4569944448,feluelle,APPROVED,2026-06-25T10:11:24Z,
apache/airflow,68980,4570184894,ashb,APPROVED,2026-06-25T10:46:07Z,
apache/airflow,68981,4574322116,bugraoz93,APPROVED,2026-06-25T19:28:13Z,
apache/airflow,68982,4570744920,ashb,APPROVED,2026-06-25T12:11:08Z,
apache/airflow,68983,4571359135,jason810496,COMMENTED,2026-06-25T14:01:29Z,Nice catch! LGTM overall.
apache/airflow,68983,4584508722,FrankYang0529,COMMENTED,2026-06-27T07:11:43Z,
apache/airflow,68983,4584514070,FrankYang0529,COMMENTED,2026-06-27T07:13:27Z,
apache/airflow,68983,4584539863,FrankYang0529,COMMENTED,2026-06-27T07:22:29Z,
apache/airflow,68983,4587985642,uranusjr,COMMENTED,2026-06-28T19:13:20Z,
apache/airflow,68983,4587987262,uranusjr,COMMENTED,2026-06-28T19:14:58Z,
apache/airflow,68983,4587990020,uranusjr,COMMENTED,2026-06-28T19:17:48Z,
apache/airflow,68983,4587990694,uranusjr,COMMENTED,2026-06-28T19:18:30Z,
apache/airflow,68983,4589856429,FrankYang0529,COMMENTED,2026-06-29T07:51:29Z,
apache/airflow,68983,4589861819,FrankYang0529,COMMENTED,2026-06-29T07:52:26Z,
apache/airflow,68983,4589862331,FrankYang0529,COMMENTED,2026-06-29T07:52:31Z,
apache/airflow,68983,4589863334,FrankYang0529,COMMENTED,2026-06-29T07:52:41Z,
apache/airflow,68983,4597690370,uranusjr,APPROVED,2026-06-30T06:03:58Z,"I just realized, we probably should mention in docs if you set up `Builder.XCom` to read into a primitive, but fail to actually push it, the cast would fail with a NullPointerException since there’s no way to represent a null in primitives. (By contrast, if you use e.g. Integer, you’d “safely” get null.)

We might want to add a case to emit a cleaner exception instead. This should be done in a separate PR."
apache/airflow,68983,4614773871,jason810496,APPROVED,2026-07-02T05:34:12Z,Nice! Thanks.
apache/airflow,68984,4580188464,vincbeck,APPROVED,2026-06-26T14:24:21Z,
apache/airflow,68984,4583365723,o-nikolas,COMMENTED,2026-06-27T00:05:42Z,
apache/airflow,68984,4584355978,Samin061,COMMENTED,2026-06-27T06:09:08Z,
apache/airflow,68984,4604066598,o-nikolas,APPROVED,2026-06-30T20:59:42Z,
apache/airflow,68986,4576238372,uranusjr,APPROVED,2026-06-26T02:00:44Z,
apache/airflow,68987,4576047125,Lee-W,APPROVED,2026-06-26T00:55:54Z,
apache/airflow,68988,4578710306,jason810496,COMMENTED,2026-06-26T10:27:59Z,"> I believe the task would not hand indefinitely either; the supervisor process would eventually be identified as manaigng a zombie and get killed.

Agree with this part, it _shouldn't_ hang even without this patch, but it's fine to have this patch. Since this PR gives the following values:

- the task error + stack trace are logged through the SDK logger and forwarded to the **task log** (without the catch the user only gets raw JVM stderr);
- clean shutdown with an explicit terminal-state message (proper `endDate`, retry decision) and exit 0, instead of relying on exit-code derivation.

> IIRC this (kind of) matches Go SDK’s behavior too, where an error causes a task to just fail, but a panic would do something else.

This patch will make Java align with Go path that Go's `executeTask` already
`recover()`s panics and converts them into the *same* `RetryTaskMsg` / `TaskStateMsg{FAILED}` as a returned `error` (`go-sdk/pkg/execution/task_runner.go:138-169`). Catching `Throwable` here is the
JVM equivalent of that `recover()`, so this brings the two SDKs in line."
apache/airflow,68988,4583878916,jason810496,APPROVED,2026-06-27T03:13:26Z,
apache/airflow,68991,4582645015,uranusjr,COMMENTED,2026-06-26T20:47:04Z,
apache/airflow,68991,4583715641,jason810496,COMMENTED,2026-06-27T02:10:42Z,"Nice! LGTM after addressing nit from TP, thanks."
apache/airflow,68991,4584361632,guan404ming,COMMENTED,2026-06-27T06:11:09Z,"Looks nice, left one nit"
apache/airflow,68991,4584603266,Andrushika,COMMENTED,2026-06-27T07:46:10Z,
apache/airflow,68991,4584607709,guan404ming,COMMENTED,2026-06-27T07:47:44Z,
apache/airflow,68991,4584652680,Andrushika,COMMENTED,2026-06-27T08:01:51Z,
apache/airflow,68991,4584830714,jason810496,COMMENTED,2026-06-27T09:30:37Z,"> I’ll avoid expanding the discussion of this compatibility issue here. If the failure persists, I can open a separate issue to track it.

Please feel free to raise a PR to address it if you already got ideas in mind, no need to create an issue for it. #69075 encountered the same regression, and no one had raised PR yet. Thanks."
apache/airflow,68991,4587485444,jason810496,APPROVED,2026-06-28T11:53:25Z,
apache/airflow,68992,4573379489,shahar1,APPROVED,2026-06-25T17:27:31Z,
apache/airflow,68993,4572862169,vatsrahul1001,APPROVED,2026-06-25T16:16:58Z,
apache/airflow,68994,4573752153,shahar1,APPROVED,2026-06-25T18:16:39Z,
apache/airflow,68994,4576047655,Lee-W,APPROVED,2026-06-26T00:56:07Z,
apache/airflow,69002,4580183452,vincbeck,APPROVED,2026-06-26T14:23:33Z,
apache/airflow,69002,4581564552,o-nikolas,APPROVED,2026-06-26T17:53:47Z,
apache/airflow,69002,4582139920,bhavya2109sharma,COMMENTED,2026-06-26T19:21:50Z,
apache/airflow,69005,4581401811,SameerMesiah97,COMMENTED,2026-06-26T17:31:55Z,I have left some comments.
apache/airflow,69005,4582720186,ferruzzi,COMMENTED,2026-06-26T20:58:18Z,
apache/airflow,69005,4582746045,ferruzzi,COMMENTED,2026-06-26T21:48:14Z,
apache/airflow,69005,4582950677,SameerMesiah97,COMMENTED,2026-06-26T21:51:42Z,
apache/airflow,69005,4583019728,SameerMesiah97,COMMENTED,2026-06-26T22:11:03Z,
apache/airflow,69005,4583059408,ferruzzi,COMMENTED,2026-06-26T22:24:21Z,
apache/airflow,69005,4583736964,shivaam,COMMENTED,2026-06-27T02:17:29Z,
apache/airflow,69005,4583741325,shivaam,COMMENTED,2026-06-27T02:20:44Z,
apache/airflow,69005,4586605304,SameerMesiah97,APPROVED,2026-06-28T00:19:50Z,
apache/airflow,69005,4595839076,ferruzzi,APPROVED,2026-06-29T22:34:24Z,"LGTM, thanks for taking this on."
apache/airflow,69005,4598006824,eladkal,APPROVED,2026-06-30T07:00:42Z,
apache/airflow,69006,4584174020,shahar1,APPROVED,2026-06-27T04:57:21Z,
apache/airflow,69006,4584368145,gopidesupavan,APPROVED,2026-06-27T06:12:50Z,"LGTM thanks kaxil :)

not a blocker can we do autospec for tests ?
`@patch(_MCP_TOOLSET, autospec=True)`
`@patch(_HTTP_TRANSPORT, autospec=True)`"
apache/airflow,69008,4576317255,uranusjr,APPROVED,2026-06-26T02:32:45Z,Makes sense
apache/airflow,69008,4604356014,ashb,APPROVED,2026-06-30T21:57:34Z,"One q, otherwise lgtm"
apache/airflow,69008,4608358057,kaxil,COMMENTED,2026-07-01T11:17:02Z,
apache/airflow,69009,4577033204,phanikumv,APPROVED,2026-06-26T06:03:12Z,
apache/airflow,69009,4577241467,Lee-W,APPROVED,2026-06-26T06:44:42Z,
apache/airflow,69012,4577289566,Lee-W,APPROVED,2026-06-26T06:54:42Z,
apache/airflow,69014,4581875413,SameerMesiah97,COMMENTED,2026-06-26T18:37:27Z,"Fix is fine but the logic could be clearer and the test is a bit too shallow.

CI needs to be triggerred as well."
apache/airflow,69014,4581920951,SameerMesiah97,COMMENTED,2026-06-26T18:44:47Z,
apache/airflow,69014,4584678622,dabla,COMMENTED,2026-06-27T08:15:18Z,
apache/airflow,69014,4584683722,dabla,COMMENTED,2026-06-27T08:17:34Z,
apache/airflow,69014,4584746064,davidnzhang,COMMENTED,2026-06-27T08:47:18Z,
apache/airflow,69014,4584772396,SameerMesiah97,COMMENTED,2026-06-27T09:01:18Z,
apache/airflow,69014,4584824769,davidnzhang,COMMENTED,2026-06-27T09:26:56Z,
apache/airflow,69014,4589908966,dabla,APPROVED,2026-06-29T08:00:13Z,
apache/airflow,69014,4589913247,dabla,COMMENTED,2026-06-29T08:00:59Z,
apache/airflow,69015,4579195021,phanikumv,COMMENTED,2026-06-26T11:48:59Z,
apache/airflow,69015,4579195993,phanikumv,APPROVED,2026-06-26T11:49:11Z,Looks good to me.
apache/airflow,69015,4579670145,vatsrahul1001,APPROVED,2026-06-26T13:08:18Z,
apache/airflow,69016,4578286173,shahar1,APPROVED,2026-06-26T09:20:02Z,
apache/airflow,69016,4578322558,amoghrajesh,APPROVED,2026-06-26T09:26:24Z,
apache/airflow,69018,4582141885,potiuk,APPROVED,2026-06-26T19:22:08Z,
apache/airflow,69019,4578231193,shahar1,APPROVED,2026-06-26T09:10:38Z,
apache/airflow,69020,4577905159,Lee-W,APPROVED,2026-06-26T08:22:08Z,
apache/airflow,69022,4580072811,vincbeck,APPROVED,2026-06-26T14:07:34Z,
apache/airflow,69022,4580073968,vatsrahul1001,APPROVED,2026-06-26T14:07:44Z,
apache/airflow,69022,4580638327,jason810496,APPROVED,2026-06-26T15:26:05Z,
apache/airflow,69026,4579067603,jason810496,APPROVED,2026-06-26T11:24:00Z,Thanks!
apache/airflow,69026,4580029808,phanikumv,APPROVED,2026-06-26T14:01:05Z,
apache/airflow,69026,4580612999,shahar1,APPROVED,2026-06-26T15:23:25Z,
apache/airflow,69028,4581615119,vincbeck,APPROVED,2026-06-26T17:55:21Z,
apache/airflow,69028,4581618890,onlyarnav,CHANGES_REQUESTED,2026-06-26T17:55:50Z,"For the ci pipeline test failing for ruff. Simply add an empty line at the end of the file (no spaces at the start of empty line). This should fix it.

Eg. 
test_keycloak_auth_manager.py
<img width=""681"" height=""189"" alt=""image"" src=""https://github.com/user-attachments/assets/625452a6-6869-43bc-9b0c-d78ce8f1c65d"" />"
apache/airflow,69028,4585157275,onlyarnav,COMMENTED,2026-06-27T12:08:57Z,Seems good to me. Thanks for the clarification regarding the error code.
apache/airflow,69028,4585174581,onlyarnav,APPROVED,2026-06-27T12:17:51Z,
apache/airflow,69028,4592033289,vincbeck,APPROVED,2026-06-29T13:00:26Z,
apache/airflow,69032,4579667174,vatsrahul1001,APPROVED,2026-06-26T13:07:48Z,
apache/airflow,69032,4579764181,MaksYermak,COMMENTED,2026-06-26T13:22:50Z,@shahar1 what about backward compatibility with the previous version of `cncf-provider ` before `18.0.0`? Have you tested it with old one?
apache/airflow,69033,4580598286,shahar1,APPROVED,2026-06-26T15:21:51Z,Nice catch!
apache/airflow,69033,4580865762,guan404ming,APPROVED,2026-06-26T15:59:43Z,Thanks!
apache/airflow,69034,4588001077,Miretpl,CHANGES_REQUESTED,2026-06-28T19:39:34Z,I only checked the Helm chart part as I'm not an expert regarding Task SDK.
apache/airflow,69034,4601885053,uranusjr,APPROVED,2026-06-30T15:44:41Z,
apache/airflow,69034,4607306193,arkadiuszbach,COMMENTED,2026-07-01T08:52:38Z,
apache/airflow,69034,4607417288,arkadiuszbach,COMMENTED,2026-07-01T09:07:21Z,
apache/airflow,69034,4611633371,Miretpl,APPROVED,2026-07-01T17:39:27Z,
apache/airflow,69040,4581204432,xBis7,APPROVED,2026-06-26T16:55:38Z,LGTM!
apache/airflow,69040,4582341122,potiuk,APPROVED,2026-06-26T19:53:13Z,
apache/airflow,69042,4581607366,SameerMesiah97,COMMENTED,2026-06-26T17:54:21Z,"Approved pending green CI.

I think this PR exposes an underlying issue in `AwsBaseWaiterTrigger.run()`; the state machine for the SageMaker transform job has been simpliefied to just 2 possible states i.e ""success"" and ""error"", when I would imagine there can be more states for failure, cancellation, timeout etc. However, fixing that would involve overriding the parent `run` method with a customized `run` method in `SageMakerTrigger`, which is beyond the scope of this PR. A follow-up PR exploring this may be justified. "
apache/airflow,69042,4583132017,SameerMesiah97,APPROVED,2026-06-26T22:46:33Z,
apache/airflow,69042,4592079383,vincbeck,APPROVED,2026-06-29T13:07:02Z,
apache/airflow,69043,4583145808,potiuk,APPROVED,2026-06-26T22:51:15Z,
apache/airflow,69044,4582517133,shahar1,APPROVED,2026-06-26T20:22:09Z,
apache/airflow,69046,4583326008,ferruzzi,COMMENTED,2026-06-26T23:54:25Z,
apache/airflow,69046,4583753758,justinpakzad,COMMENTED,2026-06-27T02:27:01Z,
apache/airflow,69046,4585447215,SameerMesiah97,COMMENTED,2026-06-27T14:29:02Z,
apache/airflow,69046,4595820288,ferruzzi,COMMENTED,2026-06-29T22:30:17Z,
apache/airflow,69046,4595825389,ferruzzi,COMMENTED,2026-06-29T22:31:23Z,Needs a rebase to clear the merge conflict but otherwise LGTM.
apache/airflow,69046,4603590869,ferruzzi,APPROVED,2026-06-30T19:44:07Z,
apache/airflow,69046,4611869790,shahar1,APPROVED,2026-07-01T18:17:20Z,
apache/airflow,69057,4582513603,shahar1,APPROVED,2026-06-26T20:21:25Z,
apache/airflow,69057,4583493866,amoghrajesh,COMMENTED,2026-06-27T00:53:40Z,Thanks
apache/airflow,69060,4587646791,jason810496,APPROVED,2026-06-28T14:10:34Z,
apache/airflow,69061,4582864403,bugraoz93,APPROVED,2026-06-26T21:29:09Z,
apache/airflow,69064,4583080700,uranusjr,COMMENTED,2026-06-26T22:31:26Z,
apache/airflow,69064,4583100754,uranusjr,COMMENTED,2026-06-26T22:37:24Z,
apache/airflow,69064,4583109407,uranusjr,COMMENTED,2026-06-26T22:39:54Z,
apache/airflow,69064,4583115796,uranusjr,COMMENTED,2026-06-26T22:41:34Z,
apache/airflow,69064,4592460046,seanmuth,COMMENTED,2026-06-29T13:58:17Z,
apache/airflow,69064,4592460249,seanmuth,COMMENTED,2026-06-29T13:58:19Z,
apache/airflow,69064,4592460415,seanmuth,COMMENTED,2026-06-29T13:58:20Z,
apache/airflow,69064,4592460577,seanmuth,COMMENTED,2026-06-29T13:58:21Z,
apache/airflow,69064,4594374755,uranusjr,APPROVED,2026-06-29T18:27:16Z,
apache/airflow,69064,4608742858,phanikumv,APPROVED,2026-07-01T12:06:19Z,"On the newsfragment question: skip it. Prior in-place fixes to these same migrations (#62686, #57866, #53812) landed without one, and since both files target the already-released 3.0.0, a note would just show up in a later changelog for a
migration which users have already run or never hit."
apache/airflow,69066,4587525454,vatsrahul1001,APPROVED,2026-06-28T12:31:46Z,
apache/airflow,69067,4583365798,potiuk,APPROVED,2026-06-27T00:05:41Z,
apache/airflow,69068,4583629264,vikramkoka,APPROVED,2026-06-27T01:36:56Z,
apache/airflow,69069,4583631107,vikramkoka,APPROVED,2026-06-27T01:37:37Z,
apache/airflow,69070,4583632859,vikramkoka,APPROVED,2026-06-27T01:38:18Z,
apache/airflow,69071,4583634548,vikramkoka,APPROVED,2026-06-27T01:38:52Z,
apache/airflow,69071,4584445362,gopidesupavan,APPROVED,2026-06-27T06:39:00Z,
apache/airflow,69072,4588206701,SameerMesiah97,APPROVED,2026-06-28T22:52:58Z,Looks good. 
apache/airflow,69072,4589377020,henry3260,APPROVED,2026-06-29T06:24:55Z,LGTM!
apache/airflow,69072,4594552548,o-nikolas,COMMENTED,2026-06-29T18:51:59Z,
apache/airflow,69072,4595379740,justinpakzad,COMMENTED,2026-06-29T21:06:42Z,
apache/airflow,69072,4595418481,o-nikolas,APPROVED,2026-06-29T21:14:05Z,
apache/airflow,69072,4595852623,ferruzzi,APPROVED,2026-06-29T22:37:08Z,"LGTM, thanks"
apache/airflow,69073,4595793480,ferruzzi,APPROVED,2026-06-29T22:24:37Z,"Thanks for splitting it; this looks like a legit bug, no point trapping it while we discuss the other part."
apache/airflow,69073,4614875098,eladkal,APPROVED,2026-07-02T05:57:35Z,LGTM
apache/airflow,69073,4614931097,uranusjr,COMMENTED,2026-07-02T06:09:56Z,
apache/airflow,69073,4617511704,shivaam,COMMENTED,2026-07-02T12:44:28Z,
apache/airflow,69073,4617543598,shivaam,COMMENTED,2026-07-02T12:48:43Z,
apache/airflow,69075,4588096025,uranusjr,COMMENTED,2026-06-28T21:02:34Z,
apache/airflow,69075,4597705195,uranusjr,COMMENTED,2026-06-30T06:07:30Z,
apache/airflow,69075,4597706404,uranusjr,APPROVED,2026-06-30T06:07:47Z,
apache/airflow,69075,4598406646,Lee-W,COMMENTED,2026-06-30T08:00:27Z,
apache/airflow,69079,4589723627,uranusjr,COMMENTED,2026-06-29T07:30:44Z,
apache/airflow,69079,4589809105,uranusjr,COMMENTED,2026-06-29T07:43:45Z,
apache/airflow,69079,4589817102,uranusjr,COMMENTED,2026-06-29T07:45:06Z,
apache/airflow,69079,4589906652,uranusjr,COMMENTED,2026-06-29T07:59:49Z,
apache/airflow,69079,4597083170,shivaam,COMMENTED,2026-06-30T03:42:10Z,
apache/airflow,69079,4597087601,shivaam,COMMENTED,2026-06-30T03:43:54Z,
apache/airflow,69079,4597094189,shivaam,COMMENTED,2026-06-30T03:45:53Z,
apache/airflow,69079,4597099129,shivaam,COMMENTED,2026-06-30T03:47:16Z,
apache/airflow,69079,4597526354,uranusjr,APPROVED,2026-06-30T05:25:43Z,
apache/airflow,69079,4605648046,jason810496,COMMENTED,2026-07-02T04:58:37Z,"Nice! LGTM overall, thanks.
Btw, does it mean that with this PR, the TS-SDK ""works"" (at least able to execute the Multi-Lang Dag e2e in breeze)?
I didn't test it manually."
apache/airflow,69079,4615293223,phanikumv,COMMENTED,2026-07-02T07:17:59Z,
apache/airflow,69079,4615313272,phanikumv,COMMENTED,2026-07-02T07:21:39Z,
apache/airflow,69079,4617793302,shivaam,COMMENTED,2026-07-02T13:17:49Z,
apache/airflow,69079,4618106091,shivaam,COMMENTED,2026-07-02T13:51:39Z,
apache/airflow,69079,4618107709,shivaam,COMMENTED,2026-07-02T13:51:51Z,
